ประทับเวลา,คุณเป็นเพศอะไร,คุณกำลังศึกษาอยู่ในสถาบันเจ้าคุณทหารลาดกระบังหรือไม่,กำลังศึกษาอยู่ชั้นปีการศึกษาใดในมหาวิทยาลัย,คณะที่คุณกำลังศึกษาอยู่ในขณะนี้,GPA ขณะกำลังศึกษาอยู่ปัจจุบัน ( เกรดรวม ),สายการเรียนตอนมัธยมปลาย,คุณเข้ามหาลัยด้วยวิธีแบบใด,คุณจบการศึกษาระดับมัธยมปลายปี พ.ศ.ใด,GPA ในระดับชั้นมัธยมปลาย,คะแนน O-net วิชาภาษาไทย ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาคณิตศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาวิทยาศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาสังคมศึกษา ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาภาษาอังกฤษ ระดับชั้นมัธยมศึกษาปีที่ 6,ความสามารถที่คุณคิดว่าตัวเองมี(ตอบได้มากกว่า 1 ข้อ),วิชาที่ถนัดในการเรียนมัธยมปลายมีอะไรบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าคุณถนัดทักษะแบบไหนบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าทักษะไหนเป็นปัญหากับคุณบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณสนใจทางด้านไหนบ้าง (ตอบได้มากกว่า 1 ข้อ),คุณเคยเข้าร่วมกิจกรรมของโรงเรียนเมื่อคุณยังศึกษาอยู่ในระดับมัธยมหรือไม่,คุณเคยแข่งขันทางวิชาการในช่วงมัธยมหรือไม่,คุณเคยลงเข้าร่วมกิจกรรมการเเข่งขันวิชาการ กลุ่มสาระใดบ้าง,ข้อเสนอแนะ
4/23/2021 1:05:03,หญิง,กำลังศึกษา,ปี 3,วิศวกรรมศาสตร์,3.08,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","การศึกษา, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,กลุ่มสาระคณิตศาสตร์ เช่น การร่วมแข่งขันซูดูกุคิดเลขเร็ว,
4/23/2021 1:06:18,ชาย,กำลังศึกษา,ปี 2,วิศกรรมการบินและนักบินพาณิชย์,3.57,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,40.01 - 60.00,"ความรอบคอบ, มีความอดทน, ความเป็นผู้นำ, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านภาษา, ด้านกีฬา","ฟัง, พูด",เขียน,"การเมือง, เทคโนโลยี, สุขภาพ",เคยเข้าร่วม,เคย,กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น,
4/23/2021 1:06:32,หญิง,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.67,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การศึกษา, ศิลปะ, การเมือง, การบันเทิง",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 1:09:07,หญิง,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,2.98,ศิลป์-ภาษา ( เช่น จีน ฝรั่งเศส ญี่ปุ่น),"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,80.01 - 100,"การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี","ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 1:10:36,หญิง,จบการศึกษาแล้ว,บัณฑิต,วิศวกรรมศาสตร์,2.88,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",58,3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,"ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, ความเป็นผู้นำ, ติดตามข่าวสารใหม่ๆตลอด","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านกีฬา, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","การเมือง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 1:12:28,หญิง,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.6,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",60,2.51 - 3.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,80.01 - 100,"ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน","ด้านศิลปะ, ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การบันเทิง, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ, กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น",
4/23/2021 1:16:45,หญิง,กำลังศึกษา,ปี 3,สถาปัตยกรรมศาสตร์,3.12,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,"ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน","ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น",
4/23/2021 1:18:30,หญิง,กำลังศึกษา,ปี 1,อุตสาหกรรมการเกษตร,3.44,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,"ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน","ด้านคณิตศาสตร์, ด้านศิลปะ, ด้านภาษา, ด้านกีฬา","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระสุขศึกษา  เช่น  การร่วมแข่งขันบาสเกตบอล ,ฟุตบอล ,วอลเลย์บอล ,แบดมินตัน, กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น",
4/23/2021 1:20:33,หญิง,กำลังศึกษา,ปี 2,แพทยศาสตร์,3.67,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.51 - 4.00,60.01 - 80.00,80.01 - 100,60.01 - 80.00,60.01 - 80.00,80.01 - 100,"ความรอบคอบ, มีความอดทน, ชอบการทดลอง, การวิเคราะห์, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านงานฝีมือ, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","การศึกษา, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระวิทยาศาสตร์ เช่น การเเข่งขันฟิสิกส์ประยุกต์ ,",
4/23/2021 1:22:41,หญิง,กำลังศึกษา,ปี 2,แพทยศาสตร์,3.55,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.51 - 4.00,60.01 - 80.00,80.01 - 100,80.01 - 100,60.01 - 80.00,80.01 - 100,"ความรอบคอบ, มีความอดทน, การวิเคราะห์, ความเป็นผู้นำ, ความมั่นใจในตัวเอง, หมั่นฝึกฝน","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านภาษา","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","การศึกษา, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 1:24:36,หญิง,กำลังศึกษา,ปี 1,วิศวกรรมศาสตร์,2.6,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,2.51 - 3.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ความมั่นใจในตัวเอง, หมั่นฝึกฝน, บริหารเวลาได้ดี","ด้านวิทยาศาสตร์, ด้านคณิตศาสตร์, ด้านคอมพิวเตอร์","เขียน, คิดวิเคราะห์, คิดคำนวณ","ฟัง, พูด, อ่าน","การศึกษา, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
